# veraPDF 1.30.2; corpus revision 49de56cd987929932c9e4fbbbe67d052bf44ef83
# profile directory<TAB>relative PDF path<TAB>first veraPDF failed rule<TAB>expected local rule
PDF_A-1b	6.6 Actions/6.6.2 Trigger events/veraPDF test suite 6-6-2-t01-fail-a.pdf	ISO 19005-1:2005:6.6.2:2	PDFA1B-FIELD-ADDITIONAL-ACTIONS-001
PDF_A-1b	6.7 Metadata/6.7.11 Version and conformance level identification/veraPDF test suite 6-7-11-t02-fail-a.pdf	ISO 19005-1:2005:6.7.11:2	PDFA1B-ID-PART-001
PDF_A-1b	6.7 Metadata/6.7.11 Version and conformance level identification/veraPDF test suite 6-7-11-t03-fail-a.pdf	ISO 19005-1:2005:6.7.11:3	PDFA1B-ID-CONFORMANCE-001
PDF_A-1b	6.7 Metadata/6.7.11 Version and conformance level identification/veraPDF test suite 6-7-11-t04-fail-a.pdf	ISO 19005-1:2005:6.7.9:3	PDFA1B-XMP-PREDEFINED-VALUE-TYPE-001
PDF_A-1b	6.7 Metadata/6.7.11 Version and conformance level identification/veraPDF test suite 6-7-11-t05-fail-a.pdf	ISO 19005-1:2005:6.7.11:5	PDFA1B-ID-CONFORMANCE-PREFIX-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-a.pdf	ISO 19005-1:2005:6.7.9:3	PDFA1B-XMP-PREDEFINED-VALUE-TYPE-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-b.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-c.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-d.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-e.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-f.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-g.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
PDF_A-1b	6.7 Metadata/6.7.2 Properties/veraPDF test suite 6-7-2-t03-fail-h.pdf	ISO 19005-1:2005:6.7.9:2	PDFA1B-XMP-PREDEFINED-PROPERTY-001
